Account,8329 Era,8339 Era,8357 Era,8391 Era,8396 Era,Total
5GgzkfJZQtdoUi8LrUZh6NEDzGRV2vhfi8wp1s9oJ5dygHYm,1856,29125,35252,21059,27633,114925
5FPR7r2aRyyV6rBZykYFjfY95qybeC6jpyZhAyPDUXnzfyNc,4541,108494,86261,63332,83712,346340
5CzNgXq5BotBVZitpFG4nC5pz2mc7f38ozp87MGxjhWj7Xjc,7600,203562,143771,118522,157125,630580
5D2bFgdyhRDrgsG6BXycLRUJG5zXef7Vp2RdG5Bn6eTpB57C,3205,0,121612,150391,195597,470805
5HgJuhDJ5Wst5b5FuhUMFR7QsoXsCR6r6MwfG8r4KnM7hP5w,5653,115440,106942,113497,162640,504172
5DkTmcRSJj9e4gxoD3EmJWbspZJeQhjio2v9XDWsmEFcmt4Z,19557,1417433,807033,835841,0,3079864
5H6sZ8QnpeeTQAzoQqbaCHNTwxmfm9CN57tzG8JKJW53WkiB,2611,66752,49606,32395,41315,192679
5GP4F94bpxDLBtudgbdzhqcEhmgyiWNSjDpzC9tqfaXW8S5a,4236,107251,80465,60194,81762,333908
5Hj78S6G88VTAeHJtWHZG4QuyfMr1AyCUrRnRbpFnpymmMns,6838,182225,138769,153763,215984,697579
5CAF8B65PUoriXE1pjuawD8QeknSQJUNRWrjrPfkhkQjLPXu,9821,211920,189431,145514,196188,752874
5HiyZFydTsSG1SNeHXEjeErwHi2vDU1TMQtJc6jndvjPxkWM,61896,1369525,1351466,874484,1202654,4860025
5EAcGBRYxW6uqMVCfnZDvHxqwZEGwbfiH6ZPQCEZekMHJ2Yg,21794,463299,412308,264051,347683,1509135
5EKxuQcKXfw3pkSRCYMjcTCh6HdRsCU5LoxiN1FZ7qFCkSrH,176660,4752698,2975560,1923932,2498808,12327658
5GU7NYzQ3VYjFyU7fL5c8zs7WCP1AmLNHXMwp5sWnqwnd2E6,169786,5459743,4407216,3039705,3864791,16941241
5DCkHZDDwHoEUxGQiHezvPHqtvMysnaJvksvCka37NQABj3a,10571,405981,275551,234993,302300,1229396
5EAceNXdiSfD8XsRsVTUf28hTDXZGYNV5Jsjv926q7LMAhsb,21507,685926,558269,418839,537898,2222439
5CFiXfopns1nwgyU6RgWEF22bjdeNiwboK16i5V4DvZxgrXZ,3140,104298,81503,57937,81607,328485
5DXKgiSswWLFPVfEfBg49ZvdqXiS2hSrN74X437AoUTeVzCH,3154,0,0,0,0,3154
5Ew1t87EdoJNZX6EZj9zH8ZQmt48tTDDmafGYhgXqW6QyCji,215012,7563803,5604712,4170258,5616388,23170173
5CFQh6fZqKouK2yV81BFA1zMmHD4AaytQtztKMkjzZ4oYJZY,5911,217574,153430,120793,162928,660636
5CVA4zkM9TWbvUnK3ZBr4TkVVFtJnQPZkzUjcuYDgeWs3Hvd,3835,135780,99948,74880,100934,415377
5ConARJY1bpAEwbSTuPSuefVjPHXvb6ddytKK29tUqyrTC45,13392,523880,349078,276794,347040,1510184
5Dqkp9tjbZnUDQbXaYqnN3PvVYx31AZ5oLVH1rHZCeSwftpS,9415,349643,244383,194278,262075,1059794
5DfV4UAZe5VUBeJnsfN4vHSsMeiVYtQyF5hgGGYhTvnPfYpA,4852,217075,126452,123559,158857,630795
5CLq1biSVWGgpJJutY3VLfBAojEVd94vQZYWu1tVPyXyoxU2,10599,364011,356413,0,0,731023
5DXbpWzNLd5xWUwt8GLNgFGzCNcvaBta5iS8XzAgrpbtqFzQ,7265,0,0,0,0,7265
5EsQxwhNgzSdYJX93ev98zw2HKbBWYcGtxZ1q89WNeYGBuJc,11081,411520,287632,228660,308455,1247348
5Fn5RtCCMRcY18NqjMdVGAdXLyQt3UJqcoqAiaeaSsmACV44,3881,129226,101162,68891,91691,394851
5DCMqz8eckshPXZmivn8XjVMucyh48mn9kMtMrvEYD8wPC1s,7124,278691,0,0,0,285815
5E9PXBaphRWwKQicBbw1v3qnshd6bxS7hVXjJd3Lu7bo1Wc1,5190,192731,135278,107542,145071,585812
5F6eJvo5tNXwSfmqM9nJcLTnLcmmdAkzcZmJJVDwfGqsqYQN,15272,490337,396410,279800,375197,1557016
5GsdrPaWwSqon2oN1SApbEnTftqZZBD5gAfyVXgzNdXPBbuE,5518,0,0,0,0,5518
5HB6rVhBEHXF3GF8UJ5VCLE213Neqv21p5c9MeTAAbuErmL5,4985,0,0,0,0,4985
5C54fAT8LndTJkj82iAsV6ig4KizZhdsQQfjME4HCnva93v7,31532,0,0,0,0,31532
5EEeffxwK2ahbr6pHuYCTnV2YzzanX5SF6aZP1cS83LjQorJ,8361,0,0,0,0,8361
5EA2fCmjFqX5vsfGbgr4fwD7tq3m8ZCL2m86kK7q8VQd3y2A,9234,290276,240692,160686,200095,900983
5EEyBnb5uqGn2jeEUKA78TBeLYoEYH9eK13wvehpX4qPV8P5,38911,1445074,1010032,802949,1083153,4380119
5FWwvx4jFVfrHQFunJqsaAMarbxPTH5sMGRZ1nSaeYt9jbGS,7277,289849,189678,0,0,486804
5DPp8rjDAudXhRpbGYP3K17DxwVT7UqdMYvto5gS49y3CraK,20961,0,0,0,0,20961
5HWR2qNoL1iDKuMtv4wNWKud3CaAYKNWAH2c8NYwCBLvL5VQ,3494,113175,91064,68976,97348,374057
5F1RpWCH3Q2JqGgsRNDqxfSorVaUbJrMhTryvofR7cDW9cLa,27438,793659,715227,489964,633128,2659416
5EyLmMa3q1mEiJPDvdUkAK2j9KyhizDrnMqXhHQxmCAcAkZV,2426,108538,62961,0,0,173925
5DwVfsm8UpRzNYp49UVeAv8SywxYwhzCQVXo2biZdVH7u743,121637,4143257,3520602,0,0,7785496
5ELzR7cMNHkYo1H1g7aHo7bpBfD7iJXu5y3XpCbabN1ismzS,2426,103106,63226,54758,69432,292948
5Gq4UB4j7T9BE9QZmtPLHtoq1ecmFcj2K3JNg7sFqSj2vn8g,13370,411519,348495,256700,364206,1394290
5C5J16giWJjDP4KST93yC8vckMkudLakQfMs9xsi9n3XX2fx,2771,89265,72226,0,0,164262
5EASJaTTM3P4GAogFp6LwANQgMPeBaxTLef6qaECoDANssVh,7849,285258,204587,158115,211215,867024
5H4UJbqQrD8E99yU3zsBmsXkhziAYv7yoyqGS24PdL6VzX6K,149234,4952725,3150510,2159371,2729513,13141353
5GhLmqEQjoJZjTXLZYh69beacyGF9eZtL6WZPpU6QUNvzfD3,11056,235952,187141,86452,103938,624539
5D2vTWsJ6weqwJbrdmQFNGJ9vzpwh5EoLJiutpLCCt2e8LxC,16083,343247,272240,125765,151203,908538
5CJYPJiVXAHRrHYenZLMNhNfsyMVAmqD2EijddVExfo4NMUB,1368,0,23151,0,0,24519
5EHjsHgzwQrZ1E9LQR3jBmQYiYPKsCAC65AnDcJWPtEuDc8k,3357,71643,56822,26250,31559,189631
5GKZ5WpEDYS9G1yDBCRGVFMb7KWLP6HhHrJw5LeKFWSibC2q,14483,309101,245158,113254,136161,818157
5HgCagbbt1QHjutXdzyVjWmWq6kH5xCuUrizHVTuS3ZUcfD3,114148,2436202,1932230,892619,1073162,6448361
5Co249WzeBSmij38XjTWWwiAJTQPpFhmWTmrUvoccsTwsfbB,679,0,11485,0,0,12164
5HEe22mnUCvsDMDNgtr5QLB9mNBi74an4gFBRLfpkjs3wHMy,1663,0,28149,13004,15634,58450
5HVW1J8L3NYrSprvuq2oWLGZ9qU1J9o2vmKPYtJ9XtwYX6D6,5080,108418,85990,39724,47759,286971
5Dk345h8Kuq8gTmNBAE6D2siHcjQ8HtaxZrZRTVwax28PCaM,948,0,16031,0,0,16979
5FNzyMakPUgijRuahyrUoqXGLh9zRFnbwsYgUyTs93UEaHP9,1560,0,26393,12193,14659,54805
5HgZyNCEba2Rvi6ckJnCMX6Y9mvByBTDt3wyZypuCNben29b,3936,83987,66613,30773,36997,222306
5G24FQRfrnFFPecYtq9gnRUtEvWk43MGWEmARxVPdcn52nKy,3910,83444,66183,30574,36758,220869
5Ct9JDvXPKTf5WX54fBwXhWhBMvWNHuYeWLCZS8a8undRX4n,1671,35650,28275,13062,15704,94362
5CqUrgANLdEGStq2DHW1oNZPq1T9mfPTxQ6PUEj9GSBLmZgm,15631,333593,264583,122228,146950,882985
5Fvs6Beo8JA12R2VjGVdGqUrvHVohLGL6jnTP61Xy9TGFvJ4,601,0,10173,0,0,10774
5D1qPnEq6njV4i9DXpfbxoZxNKzCvhbf7ZAgPiPAMZH4qxYF,626,0,10584,0,0,11210
5FhHRT6fdhanwXm9aRi4GPdTkoL7ihhxVc8kkWQYDBEmQtzN,2681,57205,45371,20960,0,126217
5Dr3Frqop2QpaE8ZFLZYzSJ5uQmbq7kpBQNPj71rKkpJdq3G,15278,326061,258609,119468,143632,863048
5FxoVAB5d9djjADL9L3iqRp5KRnGvXPKDtpD1ajDCkojquQy,1006,0,17018,0,0,18024
5EtLtb7P15KctmEhVErAXCT5Lg8KivqdpTro8gpVsDVgo9dX,1968,41994,33307,15387,18499,111155
5Fsb7r1ynPuK4ZJn8F4nUL8T3Zf2N6sDu4qRRjKiu5hDSBxM,1269,0,21475,0,0,22744
5EX7Ze2K1wyvUNuRcDzh8hxs4pGFvcUAobmhMHo81Qf5fsYu,2479,52891,41950,19379,23299,139998
5CLhEgh9rqvBAXiqj5UyD3WY5We6n2zy5mLwWS6mLqXGAVCr,2339,49899,39577,18283,21981,132079
5E75DCy2Prd34HNc8PpFgEDXGDcvnBjyvkNM477xKqgQPUwU,4080,87068,69057,31902,38354,230461
5DkrtVE4TuqgqnbPskc1sNDDi7qiUhscLkxoRJqSpDZtepSj,2862,61069,48436,22376,26902,161645
5CVE9kemkn4ErVvFyqBuKJQckK1nxjHrC5EPqxM7vNyumXTY,6392,136403,108186,49978,60087,361046
5DUix4vKdth56vNYpnzwuHUM8TeooMDVwdmjrmVD4687skWQ,12293,262353,208081,96126,115569,694422
5E2L75LpgAwpnR43h5jMQGSGSmXEUf5WnozMPojYSBnVpeGs,1833,39113,31022,14331,17230,103529
5DskYC7PjxY1XhJpGWUXgUd2xdTs1jsbxvXFu1UUmy2QBE4R,782,0,13230,0,0,14012
5Fpyp5R21NP3WvEcym7jGEWwReHozHhHsQmS7AJL2kgvUZo4,6396,136489,108254,50009,0,301148
5FekRQWDAuu8c8sZAUGNBZakMEwcbh2TP5YrdvekqxG1a2vE,9057,193300,153312,70825,85150,511644
5HTvvSJTxrjyem3wg2ug15sFaYjmTgcHiPKsWFpy784kn3XC,1954,41700,33073,15279,18369,110375
5DkACvAkRo6P3CPPESKNvvBZJu2rogGN1sawmEwc266b43P3,1303,0,22049,0,0,23352
5Gmq9J8gFtfCwgnJ8G6B4nZp7E2JqvynUmtCyXvxvd5DgsSj,1734,36995,29342,13555,16297,97923
5CtZ1fwJUu5eEHCCc3442Uc5VSNfrGL4HQFD279NA8ikGpxB,782,0,13230,0,0,14012
5CJHFqPJq6oHiMFGMqETxVFW7GhRxR8k45Ero6isSFHRTt3J,1791,38224,30317,14006,16838,101176
5EkLoFmTbcDhXvX4UJhqDPZHkU5n78VpDDZLF8fSFKU3WjDf,1372,0,23208,0,0,24580
5GYsvfTsyR3jTKsVxGatrBQdRHGRvHA3kgC7knsyg15P4Z3P,2563,54693,43379,20040,24093,144768
5H9ZQ7vKdb6QxLnF6woJaUaBb4NaXQnSFa5WWuYxzjSWPG33,1112,0,18815,0,0,19927
5DfK8whTzmdZx6XG8wSPBqP45g4DVbr82VNkrJ1rgz68RixP,391,0,0,0,0,391
5DXgJrKHnKPuySsCuSkeMQRohk55qGE9bEhoPAPdqv4oEvqo,782,0,13230,0,0,14012
5Hg5SunBLoRSAA76zUyDDUcw7vnJNeVJHsuaLZyxrYb4XP4c,5600,119502,94781,43786,52642,316311
5FqebMGhE93wY6ibbohSpSWwVzW72TKTNFPZxeAfWSGoLsn1,1564,0,26459,12223,14695,54941
5EnD6mzVsUSwGk1WJTxJRDSMmhoL6feJkQpF5U1CECZk1j6h,6079,129724,102889,47531,57145,343368
5ERoYJNVatg6pr33TzBJXXc74Ai82kYypsVbhcvBRW2TZS2k,5221,111419,88370,40824,49081,294915
5FWpmXTC31ftEvrMmYq2pYKqTFzrbrkhNV4NfKrLGGXJwPUu,846,0,14317,0,0,15163
5Df9xP4JKSiF1JvobhyKENgc9SYAM8pujLFBqArB8oFtTMjA,919,0,15554,0,0,16473
5GWR8z8M8wmeWDHJUQ96n5QMPVbt66HQfveoKimt6GdgupkL,608,0,10286,0,0,10894
5DPRzVYDFDzaZDV7JjCAJrxody8iomBi8HubvLHEvTt5YSNz,3185,67966,53906,0,0,125057
5HibtoSfrbX99HhWtXci7HB2sSbNgZGK8jTbCQw5orB5diV9,530,0,8963,0,0,9493
5F6tRk6TyPLLkcbjVJq4hWkPY8FXBRbd1ncbRJasDUJjSubJ,391,0,6616,0,0,7007
5GeqE7qwsjSSqLv1Gb562xKmTrzgMUzhL2PGHSnpm2zxL2Di,79715,1701320,1349371,623360,749442,4503208
5EJ2utz9WB5c7yNyGZwGY7xcB79zUtMfCaJP6ipQUdoCctLt,4853,103571,82146,37949,45624,274143
5CFypkSFrD6yzSm5rekWmmd7wTSDnEH5nYRWz7K82RYguKDp,670,0,156563,116429,121745,395407
5DD3NjxTQo71FmVAHnGVapkgA5kRxHb5vNyZbnNyvUuEtH8s,1954,41700,33073,15279,18369,110375
5GnHfkqxuHzqCVrh67c9VMKmyuULuWZbVd96TEXTtUkGh8Fp,2646,56469,44788,20691,24875,149469
5F1PC1FVS8XARQVJSG76oCnVfSN9SFas4txq4RKTjeoqNWF1,516,0,8718,0,0,9234
5GTECpskUGbgDvnNZVSxZbxMxFZToqTyG6hzWqnqGQVDwtMK,1359,0,22991,0,0,24350
5GrwnfzrwkFxYFmRkqG4sPZ985h43QYvB9ra2NBAGdc2PTqc,3041,64896,51471,23778,28587,171773
5EKsgRX9DzPqoXy6xtqqt9ygThVrnqrVKBVz6s5kjNq2mq5U,12180,259934,206162,95240,114503,688019
5G23MR3HGE3uMg9d6A5pGQJ8GNedHQoocSHQG2uH7qyrj7JE,411,0,6946,0,0,7357
5FBvem1iKxnDKW5RKvCys43dFwddLsfWhXUpWyUnc6qREgb8,1575,22911,0,0,0,24486
5Dhjz8JLFgEY8vRQogPKspmY9k5cY6SHo5sdbdv2Zrxiw37n,735,0,12426,0,0,13161
5Hjk2zhr3ZB368xdkVCASFAABCKFL8jbKvvQxkd5otJTDnkr,792,0,13392,0,0,14184
5F9DF2Kaxj8dxLjhCHXjmrTPk4arzKBBp23SNerqmdXfKFq9,4643,99083,78586,36304,43647,262263
5ChUcgeUSeWyt2mnYLVQqrexkquDGcnjYAr7uezg3ERCSYt4,904,0,15295,0,0,16199
5FL5rxqm272fex1ik4zgKKr3bmuveJ1uNvnFhHYkVRHNwkw3,3908,83399,66146,30557,36738,220748
5EPCvGy1hxKqMAUHQTTvk1ZmRa1Q9eRqcai187b65eAnWNTL,11742,250600,198759,91820,110391,663312
5DRQQTrNCUNYBFrDGHwApEqjLRpjYKH5HraAGuvUfdLDNEyP,8329,177751,140980,65128,78301,470489
5DLUi9s9DJAZpmauDpweXZR4KEQyknzEQqqsp7Bk55uyZBkB,7020,149807,118817,54889,65991,396524
5CSGSzi8m58nj9vRzN1tEgB95CFC3ENKpo9zr88eHfNegEmr,3127,66720,52918,24446,29391,176602
5D2nwjuLGBXh14ayKr8BXkrwZpHHYFV16jrHnY8mZnM8hH6L,11645,248526,197114,91060,109477,657822
5DcW99iCXtAzNDzffDdQYFjdQ5GjXsHbWNTSP3U8PZjjv4wP,19538,416991,330729,152785,183687,1103730
5CaEb1Lqv6pqucWoVAoUaJtu5Hx1H9CWEzvm2P7oZfzjijTv,2026,43232,34289,15841,19044,114432
5HmEespZ3RRwxYoezjm2WHtmkwAyk14DbfFgcquqLzwCp1ef,3116,66494,52739,24364,29291,176004
5F4M8CviMaAoaEyaWKNS2zN9nbAam9Af9SmXwNbuAYs26m77,912,0,15426,0,0,16338
5CXZzH9xs43YXQ3MdkZAXqtucJyv2uSVdbGJChoro2fW2j9j,628,0,10616,0,0,11244
5GYgevdoo7NBbig71qqcHXpCcg5Df6xj1WAjY8AQw9kHoN8W,9724,174630,164588,65955,77448,492345
5FvcZvjmUhp1hUgfjyGjQUzsMWsTtntST4KqA26nDheU4gMu,2111,45036,35719,16501,19839,119206
5CJLsmpYYpuJkMtwiTadwPZYhDFEfmA7jx1s7nhN7eJpKHcf,513,0,8678,0,0,9191
5CFGVwaqMnxDDg4mh4NyH9ByvY35C3koH3d6RDXpm1N1yCnV,1621,0,27430,12672,15235,56958
5FjAxAkk7aBiZhGNbR3BCce5YU69WiDz3SuMRVirsHEwVhQa,1954,41700,33073,15279,18369,110375
5DwXSabaGEw7kTmERLfEWdqJLcKVynxtykLxnaNqsassKgeR,4768,101747,80699,37280,44820,269314
5DjmZ5KWiE3gr5wXidz1YMRENVdLiMRcd8Gj6jCNbrqiULe7,1833,39120,31027,14334,17233,103547
5G4K878npLzkGEKBwRQeFvBkgZ5kzvrcHRpY1EnzBdpuowRK,7816,166797,132292,0,0,306905
5HVtQGrszXVUpv2U6TB3oubxdAevgd3K2GVev2LzHyzReQZy,3107,66303,52587,24293,29207,175497
5GHDvB8WTrBcSGUWA93HWFa6RVpE1SguVE2xtHNeYFX18gPX,15631,333593,264583,122228,146950,882985
5FCwwQsDH4f2HAeqFqtT6tp55Aub131rpsAzf1M5NcHUwc1A,225940,4822125,3824581,1766814,2124176,12763636
5HTQQZ3FFYXx9c4pdKYAxUZNtWwk5KA9zmnT2VY39e2un6NF,1763,37613,29832,13782,16569,99559
5F6uovDjk9X9uDUbpvSz93do4gkWZZcKSUbNjDTzDNTkcnrQ,626,0,10584,0,0,11210
5EA4C85Yik9hJLJYz2eq3qohaPTQnJ1827P8c1s3QjLXkr4X,1880,40122,31823,14701,17674,106200
5HYU9oZKd5PrHQiA1yAi2yuPD7aLSwNdQuSBUiafpk66eX12,1853,39546,31366,14490,17421,104676
5E7i22R3BHqZBrAb92tJvha5EKokcxNQMQXBUSpDZpesCzTe,1971,42063,33361,15412,18529,111336
5Gswgq6eopCwsA2UKxuzTtSgiQiF4Mze9XDKZdxEKQ2pmUwM,1034,0,17497,0,0,18531
5DedvpHT8Vh5u7EZrwC3wNKcuLM9vJBprfvtiR6KT1TAUFPK,2103,44869,35587,16440,19765,118764
5DteRS4Tg6hKGjDdCivj1pvtsECZcakFpQkduMZKDnxG3jdZ,21388,456471,362042,167250,201079,1208230
5HN7KymiQYB9VH5ZdiKos3ttJKp4FSkjaUUsYKxTTWzmwaxW,452,197839,97709,0,0,296000
5Cr7UN67PHVHMqQCYbXP1Tg1Czqsckbimx3ViGJum5PRGuk9,3908,83399,66146,30557,36738,220748
5DUKJtERu4mCUY87jayh48CexYkwmgctdH5XDnBFR997RYcA,7606,162322,128743,59475,71504,429650
5EaB5aFfaktxrjTGr4yLuDrv3gdiUtnrjWECqQBrXKjpun9H,4632,98853,78404,36220,43546,261655
5FnUXhnC7yGTognMkRdA7UUtogXngAzWtsvZSnxcisqCReNi,3565,76079,60341,27875,0,167860
5F51d9hkoYoBbrdLiodzYqsZwgzhQANcEGWKaNDidVfcf28Y,774,0,13086,0,0,13860
5EnAfqaatMVLETbJGYD7SbBWGd12su6AQVn3LgsfEDxHuUki,1152,0,19484,0,0,20636
5GNCLEMQNbhFD31v5r2mXNEmgKcB8tpZu8AG4oXaQxA3h9e5,24063,513563,407323,188168,226228,1359345
5Cew6f6TEujYprLDBaHCW9swkmFLc2SyzRiRp5K5NX8tWLQj,460,0,7782,0,0,8242
5Fmz2CMGyejVNpVbTLNz5RbE6rLtxmFjhVEgfoJynstoUr8P,1626,0,27517,12712,15283,57138
5GeDEaiJSJbVh54hKb32E2fruUkyvGgiC5rHcf6CoKVBLKoK,892,0,15097,0,0,15989
5CFWX6RvU4YRy9JtspgSbUVmLQN9Pp9rqsuv4GkxCrxao6vF,398,0,6727,0,0,7125
5EyL5TXQ3LXinLxASayUxft4NNmviDcdZ6YXzmocVrnTPBBB,1586,0,26845,12402,14910,55743
5DS9uiXYV32e38Gmfran26ri6q6SQ46fxktfJg5xLApdbyz3,4492,95870,76038,35127,42232,253759
5GU1ceQgErFGEjf7Fv5wFCG4f7tTEpbF7RgBBJUoJEGqjS3B,405,0,6851,0,0,7256
5H92J3fBrG29jwMveWmqoKtH2TbmEXUiAXSanPezTZYECtEU,3005,64134,50866,23499,28252,169756
5GFFyDWvaZGxQfQCqSU499jgaZLbJPip9cJq2ATLvtkAYR71,3929,83843,66498,30720,36933,221923
5Gb4yzgkZkKQ65G6JwuNjvgS6QYn9FXF4Biip6x7fe696KzT,3592,76661,60802,28089,33770,202914
5FL84CQyc3dcfsdL4Q1SXszNngm2VcbFrQW2DqVTMFJmFh2C,16055,342646,271763,125545,150938,906947
5G6QV7BsAr4Tv3otuf6jWtVufDaC9VusB7auNeNrjqAmeeMb,13070,278940,221236,102203,122875,738324
5EHYnK8rREfzg2wtkyFUjkSkA1Nj851yx1HYmtUYUie4i58N,6099,130158,103233,47690,57336,344516
5CkFv4k8Se1LsCXw7VYBBcaVx8ZpK1djm66qvERJszmzBjTJ,437,0,7386,0,0,7823
5HViAhMGcWauKeXNDvZhsyQJGWCJKHXqMuZhRNSirCqF7y8F,391,0,6615,0,0,7006
5Ehh5j9MKoMa1xxqW4eB2AZiwF2V2rQbcUoA7uctbo8ADg54,3127,56146,52917,611340,798694,1522224
5DLRexmoZHA8b3KoKhrYgyoMyHTG9QjCeGuzecSj9YiykrGP,1237,0,20933,0,0,22170
5D4jJGKPRiCyb7Zftu8xjhyTAJoD7EhVWU9bNmNRKAPimJpe,1586,0,26845,12402,14910,55743
5E9hjo2JPR5iaCMT7gKdqi3S7e2qNwYWu1KWenFvxdnfNX65,58614,1250971,992185,0,0,2301770
5GxurW3UPkx28YsPSWpxAAFEY324Q72TA19YTRymQ6eBW6yg,4940,105413,83607,38623,46435,279018
5GeehdvvWUmgBBjDdfsajEJKvcWWusSXwt7aftLBdDnVFR6v,4052,86471,68583,31683,38091,228880
5DfBQtFnS6ameG1u6gnSzX39WE2i2j3poK9aPBFsctVXkaan,54913,1927178,990237,694327,826398,4493053
5GitTxSRhD41ty9P3wdi5votw6UuAFe1GsFaLxYxVmuGkcsr,8431,210185,150183,106262,137493,612554
5FjJbyBGPPQkEXGVBeQUfuUqEEgGLCxU51YaYvUjxFXwmmmN,13444,335156,239479,169442,219242,976763
5Ci4FjLxhKFPvvwCWbNW1nT8cJ6VdHYjqoNEJjd9AxJxmw8a,2991,50017,53271,24539,31647,162465
5FRS8fa175FjCT4rKKD5zznhmodmvygPqtL5KMkGxcxQLbzk,2431,60586,43291,30630,39633,176571
5F6SDGagQNpQR3TJPQPWgUrnFM31h7vE7KtRWmBXR8KL4X9D,12974,323433,231102,0,0,567509
5H1LYuw4CQpQibK16Kh1F8NX7bmX9QCXQdN5a2jFMcYdPvUS,509831,10246327,9252960,4941699,6452184,31403001
5DJG3CGL55pucKL432h4rjHgPbXXiAWxdU4rzqwR3JU1GGZF,4645,102525,82728,49526,64315,303739
5EhwpTzmJtgYjF8cwZ5zTXKTr3C9W8WmwsvyfMUoUegfYHhJ,75965,1708390,1353209,822037,0,3959601
5E4h6mf5mUs8Cr2EsGD6MM1NkDcuYucLHyS3MkTFCARJw3Nj,37388,797904,666009,408211,528949,2438461
5DLMgLPhPMVnnTr8hHgbQUeQQA9cvsfyZziaPH7jnuTA91WZ,23820,593831,424310,300219,388455,1730635
5FFYRueosHcWtrh8PVJiVfhpSrhXNWFMzhakAnEzyp6DUQAt,2920,72791,52011,36801,47616,212139
5EkChLz1FL7pBs6UzmemVFKbBgxpL6w2whKqJwQ56wQyeQVE,165264,4354939,3251447,2016339,2529699,12317688
5FCFmtNN8XvDQ7cdBTMnXHb6oNF7qZBpPVbrvJPbYhKS7wfV,2165,59169,49490,52427,74919,238170
5FTbDKsxX17cYUChF5ZuPsQLRGwheNmS2nTcMZ1XUCKEUXsk,32941,979629,0,0,0,1012570
5DiEM4CuDQx4FL7FKtbJQ7F9j46KeDXr4xfctp9FqnqSdqnQ,5054,115561,109360,119503,161053,510531
5FYtCYXSa4JaoD5LRB3JdcJrrvzbLBxV6EWxdNqd54NB9722,20424,532669,441958,341635,463167,1799853
5EKw4qeoVkt8xwKNCVm9yQx97i57HkFLErs9bhUE752h1N8W,2444,72659,0,0,0,75103
5He1WAnLcjxc9WSRkWsj6pD9PiCT1TqYp3MMJDkAFK7xiete,16471,407012,412441,0,0,835924
5Eo7hU5qBhp62NuerGASkH1Giq57YqDWS8PxseZ99o1mF9VF,376021,8303426,9210411,5388700,7066714,30345272
5C8Zfr52hHc4Czzi9RJoZKANFoqydFgKHwe8abyqnfoGAvXs,3801,113024,81001,69607,96749,364182
5DfAKqssoawzoKCsPJQJBTXMnjYnE19Tz9mR88ctsw6gjHLs,2452,52140,60034,0,0,114626
5HWXmXkt6ojrWhUH1BY4Btp1EzNZN4vBchBQU9bq2Sha1CxH,32942,836155,705035,1471301,150820,3196253
5Fxmc5XthJ8Y41CGt8ZfkcKzUeMuKzCsmNJvnGkGjX9uTXRX,8236,2942129,1998693,1705496,2077182,8731736
5Hp8BiXPqUvxX5APcSrhYhyZn3tiitrrd6RZRtxXbGfx1uXW,4047,81688,99540,0,0,185275
5DFKnWrcTRy67CVAzC71KVBY3Dv7mXP2kf7TPMu9M7eAQc3G,28430,973943,1571814,1341237,1633538,5548962
5HYWYeT22mM7ywBpqPugcaSQ8ucKP5ApgfYSkW4HQz12ZrHC,12240,426076,299797,281292,391457,1410862
5HNaYBEyT8PhrbHBfkKMRmWKo1H6a9eyus81CnWUPfD8kaS5,44619,1553253,1097514,1352988,1779147,5827521
5GGbTTaBwV2SpPPCGKF8sd7BP5efhVFKcigaYvPBxX7A66zL,9432,270784,231021,161051,216522,888810
5DMQRPiZgyVKaNvxuvs8pGof5mwAepF3YSNvAzSUfKxLBV8j,6589,155690,162055,153358,206831,684523
5GngPvtN3nTmHX54ZuMugxRZARP1iYFoHMEA7NX1SLi3EBKi,2058,70503,50622,43390,61080,227653
5FgquJ2av2AaWpAbtykWHnf6WgKKTTcYFK7N6rwUuCq7UCca,1648,40606,35793,43480,57730,179257
5H3FwFjuHV2AFxPYNTLWmBbbv5EsrwTNGFbwnKbHFbUBiX4C,7630,209875,186870,184223,262889,851487
5HY2xehrcUgCjTQYotJWuJDVtUnZq9vAsgVJh6WH86X52NyC,16687,477148,408719,308605,430082,1641241
5E4zsak5zZBbUZryBmYvF9n5GRma8Lob8M9q6oY7BoArnfqG,156842,4852369,3420178,1920985,2679914,13030288
5CFrzD2JSioawt4johAa9xSF2eHRmrWgUj1m8h37FeCVPBeZ,3258,132064,74144,61790,78612,349868
5GnUgf2okJDWbiqtCP6rtF86VqBTFKDg5VqqnkBfT3gmPZME,9774,422989,212118,0,0,644881
5EsWNQcTeSSoPubvdceFQXU3yPkr4iNUfahAhuuzeToduxzH,6842,392010,150410,173384,222252,944898
5FxnzrocywKuypWxEUAj6woRw7TpBTYub4CToqXUzmRu9NGz,3258,98747,74144,54137,75268,305554
5DPqwZk7ABQrrTzTgwFK1e2YHVyRSB8YDMevv3APoZF7hHcT,111378,3963897,2534723,2318183,2782440,11710621
5EP5NzagAxELGmAX1QU8RRFd1WGpbZYJx3sAocFPkC5Sk6gT,93609,3096755,2130350,1604729,2141642,9067085
5Fc6vyxHqo6JLea6S3pdw62AgvzvWzZRTFBiorEK1nxLhcEq,3584,0,0,0,0,3584
5E2cqX9BHQNryAuquiaQH9anoJcoNqrzVwWfjKDAXXDfm4tC,7168,307588,155553,159142,194879,824330
5FTdafcWadXSRBb4oYac1BmDbhZnBnfi36oaR4aFkdpgje52,35945,1603358,916390,0,0,2555693
